EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
633769,PHILLIPS CO.,KIRWIN,06/03/2016,1625,Hail,1.25, ,0,0,0,125000,KS,CST-6, ,105601,C,147,GID,0,0,Public, , , ,5,NW,5,NW,KIRWIN,39.7212,-99.1865,39.7212,-99.1865,"","Late on this Friday afternoon and early evening, a pair of isolated, southeast-tracking severe storms with transient supercell characteristics developed along a cold front within this six-county North Central Kansas area, yielding a handful of penny to golf ball size hail reports and one marginally-severe wind report within Phillips, Osborne and Smith counties. ||The first of these storms started bubbling over northeastern Phillips County around 4 p.m. CDT and eventually intensified to severe levels between Phillipsburg and Kirwin, resulting in hail up to half dollar size during the 5-6 p.m. CDT time frame. After briefly weakening as it approached northwestern Osborne County, this storm re-intensified over southwestern portions of the county between 6:30-7:30 pm. CDT, dropping quarter size stones north of Natoma before exiting the local area southward into central Kansas. The second storm to affect the local area initially breached severe limits in far south central Nebraska before entering northeastern Smith County around 6 p.m. CDT. It remained severe for a short while longer as it tracked through rural areas between the state line and Lebanon, producing penny to golf ball size hail and estimated 60 MPH winds. By 7 p.m. CDT, this storm had weakened and soon dissipated over Jewell County. These were the only two storms to affect this North Central Kansas  area on this day, and the remainder of the evening/night remained storm-free. In the mid-upper levels, the main driving force for this event was a broad shortwave trough sinking southeast across the Dakotas into eastern Nebraska over the course of the afternoon and evening. This wave was embedded within strengthening northwesterly flow aloft, with the Central Plains residing on the downstream side of a pronounced western CONUS ridge. At the surface, the aforementioned cold front extended along a line from southwest Kansas to northeast Nebraska around the time of storm development, trailing well-southward from a weak low pressure center in eastern North Dakota. Near and ahead of this boundary, modestly-unstable conditions were noted over North Central Kansas as temperatures warmed into the mid-80s F and dewpoints averaged in the upper-50s to low-60s, promoting mixed-layer CAPE up to around 1500 J/kg in the presence of deep-layer wind shear up to 35 knots.",11
633770,SMITH CO.,SMITH CENTER,06/03/2016,1656,Hail,1.00, ,0,0,0,125000,KS,CST-6, ,105601,C,183,GID,0,0,Public, , , ,15,NNE,15,NNE,SMITH CENTER,39.9806,-98.6717,39.9806,-98.6717,"Hail was accompanied by 60 MPH wind gusts.","Late on this Friday afternoon and early evening, a pair of isolated, southeast-tracking severe storms with transient supercell characteristics developed along a cold front within this six-county North Central Kansas area, yielding a handful of penny to golf ball size hail reports and one marginally-severe wind report within Phillips, Osborne and Smith counties. ||The first of these storms started bubbling over northeastern Phillips County around 4 p.m. CDT and eventually intensified to severe levels between Phillipsburg and Kirwin, resulting in hail up to half dollar size during the 5-6 p.m. CDT time frame. After briefly weakening as it approached northwestern Osborne County, this storm re-intensified over southwestern portions of the county between 6:30-7:30 pm. CDT, dropping quarter size stones north of Natoma before exiting the local area southward into central Kansas. The second storm to affect the local area initially breached severe limits in far south central Nebraska before entering northeastern Smith County around 6 p.m. CDT. It remained severe for a short while longer as it tracked through rural areas between the state line and Lebanon, producing penny to golf ball size hail and estimated 60 MPH winds. By 7 p.m. CDT, this storm had weakened and soon dissipated over Jewell County. These were the only two storms to affect this North Central Kansas  area on this day, and the remainder of the evening/night remained storm-free. In the mid-upper levels, the main driving force for this event was a broad shortwave trough sinking southeast across the Dakotas into eastern Nebraska over the course of the afternoon and evening. This wave was embedded within strengthening northwesterly flow aloft, with the Central Plains residing on the downstream side of a pronounced western CONUS ridge. At the surface, the aforementioned cold front extended along a line from southwest Kansas to northeast Nebraska around the time of storm development, trailing well-southward from a weak low pressure center in eastern North Dakota. Near and ahead of this boundary, modestly-unstable conditions were noted over North Central Kansas as temperatures warmed into the mid-80s F and dewpoints averaged in the upper-50s to low-60s, promoting mixed-layer CAPE up to around 1500 J/kg in the presence of deep-layer wind shear up to 35 knots.",12
633774,SMITH CO.,SMITH CENTER,06/03/2016,1656,Thunderstorm Wind,52.00, ,0,0,25000,125000,KS,CST-6,EG,105601,C,183,GID,0,0,Public, , , ,15,NNE,15,NNE,SMITH CENTER,39.9806,-98.6717,39.9806,-98.6717,"Wind gusts estimated to be near 60 MPH accompanied quarter size hail. Tree limbs roughly 4 to 5 inches in diameter were downed.","Late on this Friday afternoon and early evening, a pair of isolated, southeast-tracking severe storms with transient supercell characteristics developed along a cold front within this six-county North Central Kansas area, yielding a handful of penny to golf ball size hail reports and one marginally-severe wind report within Phillips, Osborne and Smith counties. ||The first of these storms started bubbling over northeastern Phillips County around 4 p.m. CDT and eventually intensified to severe levels between Phillipsburg and Kirwin, resulting in hail up to half dollar size during the 5-6 p.m. CDT time frame. After briefly weakening as it approached northwestern Osborne County, this storm re-intensified over southwestern portions of the county between 6:30-7:30 pm. CDT, dropping quarter size stones north of Natoma before exiting the local area southward into central Kansas. The second storm to affect the local area initially breached severe limits in far south central Nebraska before entering northeastern Smith County around 6 p.m. CDT. It remained severe for a short while longer as it tracked through rural areas between the state line and Lebanon, producing penny to golf ball size hail and estimated 60 MPH winds. By 7 p.m. CDT, this storm had weakened and soon dissipated over Jewell County. These were the only two storms to affect this North Central Kansas  area on this day, and the remainder of the evening/night remained storm-free. In the mid-upper levels, the main driving force for this event was a broad shortwave trough sinking southeast across the Dakotas into eastern Nebraska over the course of the afternoon and evening. This wave was embedded within strengthening northwesterly flow aloft, with the Central Plains residing on the downstream side of a pronounced western CONUS ridge. At the surface, the aforementioned cold front extended along a line from southwest Kansas to northeast Nebraska around the time of storm development, trailing well-southward from a weak low pressure center in eastern North Dakota. Near and ahead of this boundary, modestly-unstable conditions were noted over North Central Kansas as temperatures warmed into the mid-80s F and dewpoints averaged in the upper-50s to low-60s, promoting mixed-layer CAPE up to around 1500 J/kg in the presence of deep-layer wind shear up to 35 knots.",13
633771,SMITH CO.,LEBANON,06/03/2016,1722,Hail,0.75, ,0,0,0,0,KS,CST-6, ,105601,C,183,GID,0,0,Trained Spotter, , , ,7,NW,7,NW,LEBANON,39.8916,-98.6433,39.8916,-98.6433,"","Late on this Friday afternoon and early evening, a pair of isolated, southeast-tracking severe storms with transient supercell characteristics developed along a cold front within this six-county North Central Kansas area, yielding a handful of penny to golf ball size hail reports and one marginally-severe wind report within Phillips, Osborne and Smith counties. ||The first of these storms started bubbling over northeastern Phillips County around 4 p.m. CDT and eventually intensified to severe levels between Phillipsburg and Kirwin, resulting in hail up to half dollar size during the 5-6 p.m. CDT time frame. After briefly weakening as it approached northwestern Osborne County, this storm re-intensified over southwestern portions of the county between 6:30-7:30 pm. CDT, dropping quarter size stones north of Natoma before exiting the local area southward into central Kansas. The second storm to affect the local area initially breached severe limits in far south central Nebraska before entering northeastern Smith County around 6 p.m. CDT. It remained severe for a short while longer as it tracked through rural areas between the state line and Lebanon, producing penny to golf ball size hail and estimated 60 MPH winds. By 7 p.m. CDT, this storm had weakened and soon dissipated over Jewell County. These were the only two storms to affect this North Central Kansas  area on this day, and the remainder of the evening/night remained storm-free. In the mid-upper levels, the main driving force for this event was a broad shortwave trough sinking southeast across the Dakotas into eastern Nebraska over the course of the afternoon and evening. This wave was embedded within strengthening northwesterly flow aloft, with the Central Plains residing on the downstream side of a pronounced western CONUS ridge. At the surface, the aforementioned cold front extended along a line from southwest Kansas to northeast Nebraska around the time of storm development, trailing well-southward from a weak low pressure center in eastern North Dakota. Near and ahead of this boundary, modestly-unstable conditions were noted over North Central Kansas as temperatures warmed into the mid-80s F and dewpoints averaged in the upper-50s to low-60s, promoting mixed-layer CAPE up to around 1500 J/kg in the presence of deep-layer wind shear up to 35 knots.",14
633772,SMITH CO.,LEBANON,06/03/2016,1730,Hail,1.75, ,0,0,15000,175000,KS,CST-6, ,105601,C,183,GID,0,0,Public, , , ,7,NW,7,NW,LEBANON,39.8916,-98.6433,39.8916,-98.6433,"","Late on this Friday afternoon and early evening, a pair of isolated, southeast-tracking severe storms with transient supercell characteristics developed along a cold front within this six-county North Central Kansas area, yielding a handful of penny to golf ball size hail reports and one marginally-severe wind report within Phillips, Osborne and Smith counties. ||The first of these storms started bubbling over northeastern Phillips County around 4 p.m. CDT and eventually intensified to severe levels between Phillipsburg and Kirwin, resulting in hail up to half dollar size during the 5-6 p.m. CDT time frame. After briefly weakening as it approached northwestern Osborne County, this storm re-intensified over southwestern portions of the county between 6:30-7:30 pm. CDT, dropping quarter size stones north of Natoma before exiting the local area southward into central Kansas. The second storm to affect the local area initially breached severe limits in far south central Nebraska before entering northeastern Smith County around 6 p.m. CDT. It remained severe for a short while longer as it tracked through rural areas between the state line and Lebanon, producing penny to golf ball size hail and estimated 60 MPH winds. By 7 p.m. CDT, this storm had weakened and soon dissipated over Jewell County. These were the only two storms to affect this North Central Kansas  area on this day, and the remainder of the evening/night remained storm-free. In the mid-upper levels, the main driving force for this event was a broad shortwave trough sinking southeast across the Dakotas into eastern Nebraska over the course of the afternoon and evening. This wave was embedded within strengthening northwesterly flow aloft, with the Central Plains residing on the downstream side of a pronounced western CONUS ridge. At the surface, the aforementioned cold front extended along a line from southwest Kansas to northeast Nebraska around the time of storm development, trailing well-southward from a weak low pressure center in eastern North Dakota. Near and ahead of this boundary, modestly-unstable conditions were noted over North Central Kansas as temperatures warmed into the mid-80s F and dewpoints averaged in the upper-50s to low-60s, promoting mixed-layer CAPE up to around 1500 J/kg in the presence of deep-layer wind shear up to 35 knots.",15
633773,OSBORNE CO.,NATOMA,06/03/2016,1748,Hail,1.00, ,0,0,0,0,KS,CST-6, ,105601,C,141,GID,0,0,Public, , , ,10,NNE,10,NNE,NATOMA,39.3137,-98.9485,39.3137,-98.9485,"","Late on this Friday afternoon and early evening, a pair of isolated, southeast-tracking severe storms with transient supercell characteristics developed along a cold front within this six-county North Central Kansas area, yielding a handful of penny to golf ball size hail reports and one marginally-severe wind report within Phillips, Osborne and Smith counties. ||The first of these storms started bubbling over northeastern Phillips County around 4 p.m. CDT and eventually intensified to severe levels between Phillipsburg and Kirwin, resulting in hail up to half dollar size during the 5-6 p.m. CDT time frame. After briefly weakening as it approached northwestern Osborne County, this storm re-intensified over southwestern portions of the county between 6:30-7:30 pm. CDT, dropping quarter size stones north of Natoma before exiting the local area southward into central Kansas. The second storm to affect the local area initially breached severe limits in far south central Nebraska before entering northeastern Smith County around 6 p.m. CDT. It remained severe for a short while longer as it tracked through rural areas between the state line and Lebanon, producing penny to golf ball size hail and estimated 60 MPH winds. By 7 p.m. CDT, this storm had weakened and soon dissipated over Jewell County. These were the only two storms to affect this North Central Kansas  area on this day, and the remainder of the evening/night remained storm-free. In the mid-upper levels, the main driving force for this event was a broad shortwave trough sinking southeast across the Dakotas into eastern Nebraska over the course of the afternoon and evening. This wave was embedded within strengthening northwesterly flow aloft, with the Central Plains residing on the downstream side of a pronounced western CONUS ridge. At the surface, the aforementioned cold front extended along a line from southwest Kansas to northeast Nebraska around the time of storm development, trailing well-southward from a weak low pressure center in eastern North Dakota. Near and ahead of this boundary, modestly-unstable conditions were noted over North Central Kansas as temperatures warmed into the mid-80s F and dewpoints averaged in the upper-50s to low-60s, promoting mixed-layer CAPE up to around 1500 J/kg in the presence of deep-layer wind shear up to 35 knots.",16
645365,RUSSELL CO.,GORHAM,06/03/2016,1915,Hail,0.75, ,0,0,0,0,KS,CST-6, ,107695,C,167,ICT,0,0,Law Enforcement, , , ,2,E,2,E,GORHAM,38.88,-98.99,38.88,-98.99,"","A minor severe event occurred in Russell on the 3rd while sub-severe storms also moved across Lincoln county.",17
638807,GRAHAM CO.,BOGUE,06/06/2016,1615,Hail,0.88, ,0,0,0,0,KS,CST-6, ,106410,C,65,GLD,0,0,Trained Spotter, , , ,1,SE,1,SE,BOGUE,39.36,-99.69,39.36,-99.69,"Hail up to 0.88 inches reported along with estimated wind gusts of up to 60 to 70 mph.","On June 6th, hail up to 0.88 inches and severe thunderstorm winds were reported in Graham county in northwest Kansas.",18
645166,ELLIS CO.,HOG BACK,06/06/2016,1715,Thunderstorm Wind,52.00, ,0,0,0,0,KS,CST-6,EG,107658,C,51,DDC,0,0,Public, , , ,1,SE,1,SE,HOG BACK,38.91,-99.49,38.91,-99.49,"Wind gusts were estimated to be 60 MPH.","Under northwest flow aloft and with an unstable atmosphere in the boundary layer, a couple of thunderstorms that developed briefly became severe.",19
645165,MORTON CO.,WILBURTON,06/06/2016,1815,Hail,0.75, ,0,0,0,0,KS,CST-6, ,107658,C,129,DDC,0,0,Public, , , ,0,N,0,N,WILBURTON,37.08,-101.77,37.08,-101.77,"","Under northwest flow aloft and with an unstable atmosphere in the boundary layer, a couple of thunderstorms that developed briefly became severe.",20
645174,HASKELL CO.,SATANTA MUNI ARPT,06/09/2016,1755,Hail,1.00, ,0,0,0,0,KS,CST-6, ,107661,C,81,DDC,0,0,Public, , , ,12,N,12,N,SATANTA MUNI ARPT,37.63,-100.98,37.63,-100.98,"The hail was mostly pea sized.","Scattered thunderstorms initiated along a convergence zone and one storm briefly became severe.",21
645182,GRANT CO.,HICKOK,06/09/2016,2000,Heavy Rain, , ,0,0,0,0,KS,CST-6, ,107664,C,67,DDC,0,0,Public, , , ,6,NE,6,NE,HICKOK,37.63,-101.15,37.63,-101.15,"Rainfall of 5.00 inches was observed.","Thunderstorms produced heavy rain late on the 9th and continued into early on the 10th.",22
645183,FINNEY CO.,PLYMELL,06/09/2016,2200,Heavy Rain, , ,0,0,0,0,KS,CST-6, ,107664,C,55,DDC,0,0,Public, , , ,4,W,4,W,PLYMELL,37.8,-100.94,37.8,-100.94,"Rainfall of 3.10 inches was observed.","Thunderstorms produced heavy rain late on the 9th and continued into early on the 10th.",23
641520,THOMAS CO.,BROWNVILLE,06/11/2016,1545,Thunderstorm Wind,52.00, ,0,0,0,0,KS,CST-6,EG,106883,C,193,GLD,0,0,Public, , , ,6,ESE,6,ESE,BROWNVILLE,39.14,-101.25,39.14,-101.25,"Wind gusts were estimated at between 50 and 60 mph.","Severe winds were reported in Rawlins and Thomas counties in northwest Kansas. Damage included downed trees up to 12 inches in diameter and snapped branches up to one inch in diameter. The storms move through the region between approximately 1530 and 1800 MDT.",24
641519,RAWLINS CO.,MC DONALD,06/11/2016,1710,Thunderstorm Wind,52.00, ,0,0,0,0,KS,CST-6,EG,106883,C,153,GLD,0,0,Trained Spotter, , , ,1,N,1,N,MC DONALD,39.79,-101.37,39.79,-101.37,"Trained weather spotter reported several tree branches snapped, diameter was around one inch. Spotter drove through town and reported that there were two, 12 inch diameter trees downed as well.","Severe winds were reported in Rawlins and Thomas counties in northwest Kansas. Damage included downed trees up to 12 inches in diameter and snapped branches up to one inch in diameter. The storms move through the region between approximately 1530 and 1800 MDT.",25
641560,LYON CO.,NEOSHO RAPIDS,06/12/2016,1448,Thunderstorm Wind,52.00, ,0,0,0,0,KS,CST-6,EG,106894,C,111,TOP,0,0,Trained Spotter, , , ,1,W,1,W,NEOSHO RAPIDS,38.37,-95.99,38.37,-95.99,"Three inch diameter limb snapped.","Scattered thunderstorms developed across the area during the afternoon, leaving one report of wind damage behind.",26
645190,GRAY CO.,MONTEZUMA,06/13/2016,130,Thunderstorm Wind,61.00, ,0,0,0,0,KS,CST-6,EG,107665,C,69,DDC,0,0,Emergency Manager, , , ,1,E,1,E,MONTEZUMA,37.6,-100.44,37.6,-100.44,"Two power poles and 4 to 6 inch diameter tree branches were blown down.","A thunderstorm cluster moving out of the high plains during the late night hours produced high winds and heavy rain.",27
645191,FORD CO.,BLOOM,06/13/2016,200,Thunderstorm Wind,65.00, ,0,0,0,0,KS,CST-6,EG,107665,C,57,DDC,0,0,Public, , , ,13,W,13,W,BLOOM,37.48,-100.14,37.48,-100.14,"Tree branches of up to 10 inches in diameter were blown down by the high wind.","A thunderstorm cluster moving out of the high plains during the late night hours produced high winds and heavy rain.",28
645192,MEADE CO.,MEADE MUNI ARPT,06/13/2016,200,Thunderstorm Wind,80.00, ,0,0,0,0,KS,CST-6,EG,107665,C,119,DDC,0,0,Emergency Manager, , , ,1,E,1,E,MEADE MUNI ARPT,37.28,-100.34,37.28,-100.34,"There was damage done to a brick building and there was also tree damage from the high wind.","A thunderstorm cluster moving out of the high plains during the late night hours produced high winds and heavy rain.",29
645189,GRAY CO.,CIMARRON,06/13/2016,215,Heavy Rain, , ,0,0,0,0,KS,CST-6, ,107665,C,69,DDC,0,0,Emergency Manager, , , ,1,N,1,N,CIMARRON,37.81,-100.35,37.81,-100.35,"Rainfall of 5.73 inches was reported.  There was severe street flooding reported.","A thunderstorm cluster moving out of the high plains during the late night hours produced high winds and heavy rain.",30
645196,SEWARD CO.,LIBERAL,06/13/2016,1855,Thunderstorm Wind,78.00, ,0,0,0,0,KS,CST-6,EG,107667,C,175,DDC,0,0,Emergency Manager, , , ,1,NW,1,NW,LIBERAL,37.04,-100.94,37.04,-100.94,"There was wind damage to a house including destroying a carport that ended up in the street.  The roof was partially peeled off and an 8 inch diameter tree was snapped off.","Thunderstorms associated with a mid-level short wave trough moving across the plains produced isolated severe.",31
645197,SEWARD CO.,(LBL)LIBERAL ARPT,06/13/2016,1855,Thunderstorm Wind,52.00, ,0,0,0,0,KS,CST-6,MG,107667,C,175,DDC,0,0,AWOS, , , ,1,SE,1,SE,(LBL)LIBERAL ARPT,37.04,-100.96,37.04,-100.96,"Winds were estimated to be gusting to 60 MPH.","Thunderstorms associated with a mid-level short wave trough moving across the plains produced isolated severe.",32
641562,ANDERSON CO.,COLONY,06/14/2016,2250,Thunderstorm Wind,70.00, ,0,0,0,0,KS,CST-6,EG,106895,C,3,TOP,0,0,Emergency Manager, , , ,3,NE,3,NE,COLONY,38.1,-95.33,38.1,-95.33,"Farm outbuilding roof was blown off.","Two complexes of thunderstorms developed across the area during the late evening hours. One was along Interstate 70 while the other was across portions of east-central Kansas. Each complex had reports of wind damage.",33
641563,SHAWNEE CO.,LAKE SHAWNEE,06/15/2016,30,Thunderstorm Wind,70.00, ,0,0,0,0,KS,CST-6,EG,106895,C,177,TOP,0,0,Emergency Manager, , , ,2,ENE,2,ENE,LAKE SHAWNEE,39.03,-95.55,39.03,-95.55,"Roof of a garage was blown off. Time estimated by radar.","Two complexes of thunderstorms developed across the area during the late evening hours. One was along Interstate 70 while the other was across portions of east-central Kansas. Each complex had reports of wind damage.",34
641561,JEFFERSON CO.,OZAWKIE,06/15/2016,545,Thunderstorm Wind,70.00, ,0,0,0,0,KS,CST-6,EG,106895,C,87,TOP,0,0,Emergency Manager, , , ,1,WNW,1,WNW,OZAWKIE,39.23,-95.47,39.23,-95.47,"Several reports of uprooted trees and large limbs 12-18 inches in diameter blown down. One house was damaged due to large limbs falling. Time was estimated by radar.","Two complexes of thunderstorms developed across the area during the late evening hours. One was along Interstate 70 while the other was across portions of east-central Kansas. Each complex had reports of wind damage.",35
